id,comment_text,toxic
963b9aee3109be5f,"""New edits - explanations and justifications ==

Considering the controversy about the definition of Druz as Arabs, we'd better of say """"Arab and Arabic speaking people that are not Jewish"""". The Druz may or may not be Arabs, but they definitely speak Arabic.
Some of the 150,000 Palestinian Arabs who became Israeli citizens in 1952 were refugees who managed to return to their homes before the borders closed. By the way, I wonder if we should write """"Palestinian and Bedouin Arabs"""", as the Bedouins often distinguish themselves from the Palestinians.
""""Occupied East Jerusalem"""" - let us do without the complicated discussion about the legal status of Jerusalem. Saying that East Jerusalem was unilaterlly annexed is quite enough in terms of supplying required information.
It is improtant to emphasize the special status of the Druze.
It is important to emphasize the special status of Jerusalemite Arabs.
The regard of Israeli Arabs as an indiginous minority is a theory or a claim. It is not a fact. It is very hard to determine which of the Arabs in Mandatory Palestine is an immigrant from other parts of the Middle East, or a descendant of such an immigrant, and which of them is actually indigenous. This way or another, the conflict between Israel and its Arab citizens cannot be said to be the mere result of a universal phenomenon of tension between indigenous people and newly established authorities. The main cause of tension is the Israeli Arab conflict.  

== """,0
549620e5751717b2,Your help is not needed here  - thank you.72.75.20.29,0
33885653a272981a,"Apologies

Hello, TJive. I'm really sorry for all the trouble I caused you on WP. I promise will no longer automatically revert your edits, but discuss them. You're welcome to keep watch of my contributions. Please forgive me.",0
7a6a7ab3e56aabd0,"""
Ah, you're busy. Have a pleasant trip?  (talk) """,0
6803afa9a0e0089b,Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!Fuck off you ass!,1
0468d938eba8e810,"""

 Unfair Accusation of Spamming? 

Moved from my talk page
Hello

I feel that my addition of external links to the Wikipedia pages """"Genesis creation narrative,"""" """"Ibbur,"""" and """"Gilgul"""" have been unfairly flagged for inappropriate activity. The external links added are primary source texts directly related to the Wikipedia page subject . They are not commercial or ideological. Please advise.

Thank you 
Jeangohile

I removed them because they linked to a blog and blogs are not considered reliable sources for Wikipedia, if you feel they are a special case you could discuss on the article talk pages. This link may be helpful links normally to be avoided All good wishes   

Ok I understand and thanks for responding. I still feel my external links provide important primary source texts that are not available online. Yes they are presented on a blog but there is no writing of my own presented. Please reconsider.
Best regards  — Preceding unsigned comment added by  (talk • contribs)  """,0
e172f0e0098bb6e2,"So, are you a Christian becaue of Jesus or because Assyrian women and their tits? Do Assyrian women have the best titt-fucking tits in the Middle East? — |Talk 22:56 02 Aug, 2007 (UTC)",1
c9e0ca5d5749297f,"Protected? 

Why is this nation in particular protected from editing? It is not that I want to edit it or let any one vandalize but that is selectivism. Be in mind that the united states is not the only nation in the world. Some one has got to put a sign that says uneditable if it is not editable.",0
e43cf4561fe9acdb,"""
I'd be honored. I am pleased that my reputation proceeds me. I must warn you, though, I am pretty thorough - just ask Javert about all the nitpicking I've done to his articles!  (T · C) """,0
294442066698a489,"Thanks. 

  I'll read up on the requirements.

Vince",0
08a8d4852d922b06,"Your are a filthy fuck 

go fuck your self",1
3109ff34762c6969,""" (Politifact) and this quote: """"Their identities are an open secret..."""" (WSJ).""",0
fd576825461a8823,"I APPROVE THAT PREVIOUS TEXT TO BE ON MY TALK PAGE, SIR! I HAVE A RIGHT TO HAVE  WHATEVER I WANT ON IT!",0
22d6dd98c70ed787,"Those donuts are still available at certain stores, since most stores are franchises, it is up to the individual owner to decide which donuts are sold.",0
6accb6cc7119f46e,"O RLY? 

Take your last warning, and shove it up your ass. 89.241.146.140",1
80c3b30c4fa60347,"History of fatal accidents at Iowa AAP 

Iowa AAP has a history of accidental explosions resulting in multiple fatalities.

 2 killed in explosion 12 June 2006  http://spanky.thehawkeye.com/features/IAAP/breaking/b1_0614.html

 5 killed in explosion 7 June 1968  http://news.google.com/newspapers?nid=1350&dat;=19680608&id;=RGcxAAAAIBAJ&sjid;=mwEEAAAAIBAJ&pg;=2025,668035  

 4 killed in explosion 23 June 1967

 1 killed in explosion 1 July 1966

 4 killed in explosion 18 June 1958

 2 killed in explosion 5 May 1955

 22 killed in explostion 22 March 1942

 13 killed in explosion 13 December 1941  

Above cited in Burlington Hawkeye article of 9 June 1968 reporting on 7 June 1968 accident

http://www.brumm.com/genealogy/showmedia.php?mediaID=5646&medialinkID;=7442&PHPSESSID;=1bf779fbde1fec4673e3ec6b631deb7f",0
98d81c56222ecab8,"While the information seems reliable, I wonder if it might be worthwhile to specify that it's as-yet-uncomfirmed-by-the-BBC, just to cover our... well, y'know. OTOH, it's my personal inclination to trust OG over and above the BBC, so, whatever.... –  15:47, Apr 28, 2005 (UTC)",0
acc1de4644429beb,Explain me the 'personal attack' please ? Ventu swearing at me when I point his/her mistake on Bipasha basu filmography ?,0
918747ca1ebc96c8,Shut the hell up. (,1
8fe81ea69ebd1c3c,"""

 WP:BLP 

What were you thinking when you made this edit? Please see WP:BLP. I can believe that this corrupt politician is a """"drug trafficker involved with the cartel known as los Zetas"""" but we should definitely remove that claim unless we have a reliable source.   """,0
7fa1ac58cf4143fd,"Stalled DYK nominations 

I wonder if you could help resolve the block on Template:Did you know nominations/Grootegeluk Coal Mine, Waterberg Coalfield and Template:Did you know nominations/Giovan Giacomo Paleari Fratino?  Since you started the re-reviews of these articles, and perhaps have more influence with",0
3925d38a7b115080,"Please explain 

Fascinating article but would someone like to explain how come the series was published some 30 years after Blyton went to her final secret adventure?",0
75f69e0cf57e4de5,"Harmless?

The article says bellybutton lint is harmless. This seems rather subjective to me. Prove it!",0
5f4307f27d014090,"Semiautos Are For Faggots 
It should be noted the high rate of homosexuality among semiauto uzi owners versus true submachinegun owners.",1
288d814d610a7925,Support. The double name is pretty ridiculous.   (speak to me/breathe),0
67d74933b7779c9e,"IP 
I requested a check on that IP at Wikipedia:WikiProject on open proxies. JV does not solely use open proxies; he has often edited from normal ISP-issued IPs, too. My guess is that this one is a normal ISP-issued account that he'll have access to for at least a couple of months.",0
643cb4ff75408de6,"Ha, blocked I see. We defeated you, and you will never again post your british and royal ass kissing edits again.",1
e2a01b57c4dc247c,I've also noticed vandalism on Indian_name on 09 January.,0
bf43023470eacf53,"Cardiff Arms Park
Cynnar dda Arwel,
Any reason why you reverted my changes to Cardiff Arms Park? You're going to make stub-sorting far harder if you revert correct changes. UK-struct-stub, for buildings and structures in the UK, is a subcategory of both UK-geo-stub and struct-stub, and is a more specific stub category than either. All you did was took the article out of its specialist category and put it into the two parents of that category. Please don't do that! |hello?  00:32, 18 Feb 2005 (UTC)",0
5f53f6b0900ca85e,"hi alan 

hi alan,
i understand what you mean by vandalism but i have actually added true facts! how can this possibly be vandalism?
regards chris spence (  ).",0
533680f039a4d28b,It shoud be read it better as poco*4 ???,0
bf6f1f8178f30e97,"""
65th Infantry

Ocalafla, Thank for the concerns which you posted on the """"talk page"""" of the [[65th Infantry Regiment (United States) artricle. I'm sorry, Ocalafla I guess our age is catching up to both of us.

!. Col. Harris quote: {http://www.valerosos.com/PreludetoInchon.html Valorosos - Prelude to Ichon] - Somewhere at the end of the fourth paragraph.

2. Col. Antulio Segarra - [http://www.valerosos.com/CommandsGVillahermosa.html Valerosos Commands} - Beginning of the fourth paragraph.

3. Modesto Cartagena - Specail anouncements; [ http://www.borinqueneers.com/node/245 Borinqueneers]; Alcalde de Cayey lamenta fallecimiento del soldado Puertorriqueño más condecorado en la historia de EE.UU.. 

Once again, I'm really sorry, I should have gotten the sources straight, but unexpected  heath problems in the family had me doing thing in a rush. Will you be kind enough to fix the sources for me? If you can't for some reason let me know and I'll do it.   """,0
8cde2bfa8c0a4e11,". As you may have guessed, I have never done anything of this sort before",0
dc129a6179f12a3e,"Thanks, Michael   08:57, 16 Dec 2004 (UTC)",0
71df686abc67af31,"""

You are wrong! Bull riding (jaripeo) and bull tailing (Coler) originated in the bull rings of colonial Mexico. They were later adopted by the Charros, and only later by vaqueros.  See the following:
Guarner, Enrique, Historia del Torreo en Mexico, (Mexico, Editorial Diana, 1979; """"Historical Synthesis of Charreria,""""Artes de Mexico 90/91, 1967; Steiner, Stan, Dark & Dashing Horsemen, Harper & Row, 1981; Slatta, Richard, Cowboys of the Americas, Yalre University Press, 1990. 
For a detailed discussion of the evoluation from bullgiht to Charreria to rodeo, see mary lou Lecompte, The Hispsnic Influence on the History of Rodeo, Journal of Sport History, Spring, 1985.  """,0
5fb1c9ec788e7b3c,"Thanks, i see your reply. You know there are googology wiki. 42.60.139.23",0
9d26222cb461f9ac,"REDIRECT Talk:Museum of Technology, Warsaw",0
ad5aa2b8a75e24ce,"ok when were u born? , wats ya real name, and ummm what do u like, and wat do u like to do beside edit wikipedia?..=]",0
670a3d67bc08ccb8,"Hey no problem. ) Yeah once you get the hang of it, its a really nifty tool. And I know what you mean. If its a complex type of page, it can be a mess. But WikiCleaner is great for nationalities like American and British, which are linked to by 10+ articles every day but generally only have one target (United States and United Kingdom, respectively). If you need any assistance with it, let me know.",0
8b4a7d06f883bb24,I was just noticing that - perhaps all the configuration stuff can be crunched down to a few lines with a link to the main article - possibly even in the section listing the various parts?,0
2ee2d3dd09b81134,"Fringe Theory Ground Rules 

You are involved in a recently-filed request for arbitration. Please review the request at Wikipedia:Arbitration/Requests#Fringe Theory Ground Rules and, if you wish to do so, enter your statement and any other material you wish to submit to the Arbitration Committee. Additionally, the following resources may be of use—
 Wikipedia:Arbitration/Requests#Requests for Arbitration;
 Wikipedia:Arbitration guide.

Thanks,",0
20c1b0ea9da1e838,"I'm learning a little bit more about how this works, and I won't make the same mistakes in the future, but while I will improve and get better, you will still be who you are and I feel sorry for you.  Wikipedia God 96",0
4cb87e1c8008f66a,"People from the board had just clear you from any wrong doing so you’ll be fine. No block is coming. Apparently, your edit wasn’t consider a revert.",0
6550319ec2af772f,"""
All that needs to be done is some DVD commentaries, a voice actors' comments available on the DVD, some staff comments, and maybe a few afterword,which I cannot access due to a language barrier. Also, some info on what happened during their separation in 1934 is needed. ) ~ ? C  """,0
efdf4f4dc62848e9,"""

You were called ginger pubes alot in school? And why did u put black person in quotation marks? Are u suggesting there not black. Are u """"white"""". Would u rather people say u have orange hair? Let it go man, im a ging and proud to say it!!!""",0
1ef7f740ac5b1822,"""
Yes: option-shift-hyphen. Easy as pie.  (talk) """,0
73b2c062aa81c94a,"""

 Please help regarding diacritics in Indian mythological names 

Can you please help me regarding the use of diacritics in Indian mythological names used in articles? I am trying to find a policy page (if it exists) on the usage of names that have diacritics in other articles. Some articles include the diacritic information when   non-English words are used while others don't mention them. This sometimes leads to incorrect pronunciation. For eg: in this article Vishvamitra, """"Puthrakameshti"""" is mentioned in the section """"Kaushika"""". In """"Puthrakameshti"""" the first """"a"""" is short while the second """"a"""" is long thereby requiring a diacritic. As you can see, the diacritic is not used in any part of this article. But in this article Valmiki it is used, """"kāṇḍas"""". Do you know if a policy page exists on this? 

What is a nice balance between making it simple and following proper pronunciation? If I include diacritics on every previously unspecified non-English (in this case, mainly Sanskrit) word it would become difficult to read the article. The other extreme is also not very desirable.

Thanks a lot. """,0
e4f2965c25c97e71,"Justice is the same for all  
I want to thank you for your understanding and your support. That makes me believe again in WP. I will not you forget that, be sure ). If I can help you with anything, let me know. Best wishes Brian.",0
05210b598d5d46b0,"talk to me, Goebbels.",0
7f2a067733795fe2,"In a previous post you said the following “our list should mirror the City's list” which could be found on this page above.  The City took the incumbent status off of there page.  What is the reason you think our page should NOW be different than the City’s?  Oh, wait let me guess why!",0
db116baf9f87fc11,"A long time ago, around six months ago, there was a trivia section - I removed this during a heavy rewrite as it's bad form on Wikipedia and put the appropriate information under the relevent album section. I'd recommend you do the same.",0
06a9e838b5d725a3,"Wasn't there a sausagefest article?
Or sausagefest anyway. I could have sworn a few weeks back there was an article about this as a known phrase for all male groups and/or all male sexual orgies. Or was that urbandictionary? Wonder what happened to it.  Anyway, redirecting to  Human sex ratio#Gender imbalance seems silly. Sausage Fest goes to List of Robot Chicken episodes#Season_2.3A_2006, so that would make sense. Even better, a disambiguation so people looking for the all male institutions vs. all male sex practice vs. various Sausage Festivals mentioned herein would have those choices.   (Talkie-Talkie)",0
4c65a166a9eded18,"Another of yet countless examples of Piotrus' sneaky effort to achieve his opponents' blocks, specifically by inciting the editors to act so that Piotrus' name does not even show up.  

You are generally entitled to edit most of your page as you see fit, but I specifically request that my note is left for the record. There were multiple instances of Piotrus' acting this way and not just against Ghirla and I would like this fact recorded. If needed, I already quoted diffs to Piotrus multiple times and this is going to be another one.",0
d27d01c120fc35e5,"I'm re-reading it, and trying to understand. Harbison says that van Eyck gave reality and symbolism both greater power in his painting through his realism. But I have to pull up the other source (also Harbison) about the eucharist. And then go away and think it through a bit more thoroughly.",0
6d8df2d305d8778c,. You gonna see what I'm able to do if you continue!,0
58a6e0d96423573e,"men of understanding. It is not a narrative which could be forged, but a verification of what is before it and a distinct explanation of all things and a guide and a mercy to a people who believe.",0
e74efcaf8be87f3d,"As there now seems to be general agreement on that, I will take the initiative to remove the tag.",0
c3006c3e586ed7d3,"Women's Day vs International Women's Day 

Likewise, is it necessary to have two links to the same article?  These two links do just that.

 7:22, 2 May 2005 (UTC)",0
88b453355d832777,", particularly this edit",0
5cd5eace8b4f7cef,"Feuds 

Is it neccessary to have such an extensive feuds section?  It feels more like an article about a politician than an important hard rock/heavy metal star",0
e117f9f623199005,"ok Thanks, I appreciate that. I will look into it.",0
eeff131e74d88802,"""

The uneducated layman definition? I'm talking about perceived race. And most americans are intelligent enough (though that may be debatable) to realize that south asians and east asians are racially and culturally distinct. What does it matter that a few high brows at some obscure institutions go about claiming what is which, when the general population has a clear image of what an asian is? An asian to those people have pale skin with a yellowish tint and slanted eyes. And where is your """"authoritative source"""" on this ridiculous aryan invasion of east asia? Is this a joke? East asians are a mix of altaic mongoloid peoples and sino-tibetans, there is nothing from south asia. However there were many mongol invasions of India so maybe there are some blood relations there, since the mongols were known for their barbarity and rapes. When americans talk of indians, they will never link them to any other asian people or claim them to be asian. Indian americans are indian, nothing more nothing less. But hey, if you are going to call indians """"asians' I want to also include in this taxonomically worthless term, all the israelis jews, all the persians, all the arabs and all the other races we may have missed. And yes East Asia is """"somewhat disparate"""" compared to South Asia because they are racially and culturally completely different, the relationship between south asia and east asia is near zero. Anyhow this is all irrelevant, my original point was that the """"asian"""" as defined by this article should be changed from ethnic based term to another. Here is my source: """"Asian American—An umbrella term referring to Asians in the U.S. and covering a broad range of ethnic backgrounds (East Asian, South Asian, Southeast Asian)"""" This is quoted from the University of Illinois, the Asian American Resource and Cultural Center. Asian American is an umbrella term and has no implications in race or ethnicity. -  """,0
795f5a7bdf558b0e,":User:Ionadorian
A tag has been placed on User:Ionadorian, requesting that it be speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because the article seems to be blatant advertising which only promotes a company, product, group, service or person and would need to be fundamentally rewritten in order to become an encyclopedia article. Please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. 

If you can indicate why the subject of this article is not blatant advertising, you may contest the tagging. To do this, please add  on the top of the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would help make it encyclopedic, as well as adding any citations from reliable sources to ensure that the article will be verifiable. Feel free to leave a note on my talk page if you have any questions about this.  | Talk",0
5a2a7c7a087f2192,"How about you read your diffs and see how many of them mention moving the section down in the article? Spoiler: 4. Anyway, please sift through your dozens upon dozens of comments that do nothing to further the conversation on this page. You will probably find more than 5. I really didn't even have to look. I am done arguing with you for tonight. )",0
99b118371dd6c373,"No worries, I have created 2015–16 Oberliga Westfalen. Feel free to improve or update.",0
13e78b1fcaa473e7,". Infact, the powder coating contains the epoxy, hardeners, fillers and extenders, but they all are blend and in a powder form at ambient temperature",0
469cbc344d417ca1,You guyz are all just Elf-Masher wannabes !  None of you have contributed one word to the Dog fighting article and none of you even know about Dog Fighting.....Do Any Of You Know Have Any Elves I Can Mash??,0
bccc084b0deb11c0,this article could do with being tidied up by someone more familiar with the English language/wikipedia than the current author,0
08c01731ee8c208d,I really really struggle to cope with users like logan and I don't think he was right,0
7b74eb48dd19e2a0,"Its not correct to blame STiki for this, actually",0
3c4a3d34e007ca8d,"""

Greetings & question
Hi, Oda Mari. Long time no see. I hope all is well with you and that you're having fun editing. I've stopped editing here and moved over to a Japanese film-specific wiki. (There are several reasons for my departure. The main one is that I believe, Wikipedia's """"notability"""" criteria makes all non-English, non-mainstream film articles easy targets for deletion, unless they have been extensively written about in English.) Unfortunately, so far, the editors only consist of a native English-speaker (myself), and (I believe) a native Czech-speaker. So, with no native Japanese-speaker, we sometimes have to wrestle with the Japanese language a bit ;-) A question has come up at: 

http://eiga.wikia.com/wiki/Talk:Humanity_and_Paper_Balloons#Name_of_the_seller_of_goldfish

Would you be kind enough to offer input? Best regards, and take care. (I hope you might consider looking in on Eigapedia from time to time also. I am """"Tokkan Kozo"""", and I do not limit my work there to """"Pink"""" I work on all the colors of the rainbow ;-)   """,0
44de89b096a21bf0,"""

 Blocked for another 6 months 

 If you wish to contribute to this encyclopedia, please create an account  and log inDue to persistent vandalism (), editing by anonymous users from your school, library or institution's IP address  currently disabled. You continue to have full access to read the encyclopedia. If you are logged in but still unable to edit, please follow these instructions. To prevent abuse, account creation via this IP address is probably also disabled.If accounts need to be created at school for class projects, please have your teacher or network administrator contact us (with reference to this IP address) at unblock-en-l from an email address listed on your school's website. Alternatively, if you have no Internet access at home, you may email us using your school-issued email address, telling us your preferred username.  An account will be created for you. Please check on this list that the username you choose has not already been taken.Thank you.    """,0
b2c8b6f9fffaba86,"Prior piloting ==

If an Ori ship is piloted via a control chair like Ancient tech is does that mean that priors have the Ancient gene, meaning that O'Neill or someone else with the gene could fly it or is it only pilotable by people with powers of a prior?

 

There are many genes to choose from, and it is highly unlikely that the Ori chose the same one as (or one directly compatible with) the Alterans. The priors are tampered with so much, and they have telekinetic and other mental abilities, and piloting probably requires a number of those powers.

 

==",0
